"Estimates","Q1 1990","Q2 1990","Q3 1990","Q4 1990","Q1 1991","Q2 1991","Q3 1991","Q4 1991","Q1 1992","Q2 1992","Q3 1992","Q4 1992","Q1 1993","Q2 1993","Q3 1993","Q4 1993","Q1 1994","Q2 1994","Q3 1994","Q4 1994","Q1 1995","Q2 1995","Q3 1995","Q4 1995","Q1 1996","Q2 1996","Q3 1996","Q4 1996","Q1 1997","Q2 1997","Q3 1997","Q4 1997","Q1 1998","Q2 1998","Q3 1998","Q4 1998","Q1 1999","Q2 1999","Q3 1999","Q4 1999","Q1 2000","Q2 2000","Q3 2000","Q4 2000","Q1 2001","Q2 2001","Q3 2001","Q4 2001","Q1 2002","Q2 2002","Q3 2002","Q4 2002","Q1 2003","Q2 2003","Q3 2003","Q4 2003","Q1 2004","Q2 2004","Q3 2004","Q4 2004","Q1 2005","Q2 2005","Q3 2005","Q4 2005","Q1 2006","Q2 2006","Q3 2006","Q4 2006","Q1 2007","Q2 2007","Q3 2007","Q4 2007","Q1 2008","Q2 2008","Q3 2008","Q4 2008","Q1 2009","Q2 2009","Q3 2009","Q4 2009","Q1 2010","Q2 2010","Q3 2010","Q4 2010","Q1 2011","Q2 2011","Q3 2011","Q4 2011","Q1 2012","Q2 2012","Q3 2012","Q4 2012","Q1 2013","Q2 2013","Q3 2013","Q4 2013","Q1 2014","Q2 2014","Q3 2014","Q4 2014","Q1 2015","Q2 2015","Q3 2015","Q4 2015","Q1 2016","Q2 2016","Q3 2016","Q4 2016","Q1 2017","Q2 2017","Q3 2017","Q4 2017","Q1 2018"
"","Dollars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Medical products, appliances and equipment  [C161]","6,298","6,344","6,499","6,370","6,355","6,369","6,447","6,753","6,762","6,924","6,948","6,977","7,419","7,367","7,348","7,234","7,329","7,386","7,548","7,600","7,695","7,833","7,938","8,119","8,070","8,051","8,151","8,346","8,635","8,778","9,167","9,069","9,385","9,629","9,672","9,602","9,829","9,935","10,149","10,301","10,478","10,745","10,815","10,894","11,158","11,352","11,523","11,852","12,344","12,510","12,722","12,884","13,105","13,335","13,560","13,802","14,252","14,343","14,491","14,712","15,036","15,236","15,371","15,657","16,009","16,592","17,047","17,065","17,712","17,798","18,177","18,421","18,576","18,783","19,016","19,158","19,248","19,200","19,370","19,443","19,740","20,082","20,169","20,441","20,587","20,725","20,754","21,148","20,876","21,128","21,596","21,616","21,728","22,108","22,459","23,075","23,010","23,085","23,528","23,765","24,065","24,199","24,488","24,901","25,021","25,207","25,283","25,379","25,850","26,201","26,490","26,588","26,870"
"Out-patient services  [C162]","8,236","8,254","8,338","8,402","8,458","8,458","8,449","8,365","8,314","8,091","8,056","8,056","8,307","8,321","8,335","8,293","8,265","8,293","8,384","8,516","9,046","9,360","9,646","9,869","9,758","9,827","9,897","10,155","10,645","11,000","11,354","11,487","11,594","11,727","11,778","11,790","11,917","12,087","12,321","12,448","12,537","12,574","12,676","12,846","13,087","13,270","13,416","13,511","13,686","13,774","13,852","13,863","13,819","13,879","13,929","14,023","14,206","14,394","14,538","14,748","14,908","15,041","15,146","15,235","15,384","15,528","15,710","15,865","16,015","16,160","16,315","16,498","16,620","16,784","16,958","17,188","17,343","17,427","17,470","17,503","17,573","17,657","17,789","17,855","17,850","17,808","17,794","17,887","18,040","18,144","18,204","18,232","18,308","18,348","18,396","18,408","18,436","18,444","18,480","18,556","18,688","18,796","18,876","18,956","19,184","19,348","19,444","19,564","19,636","19,648","19,720","19,812","20,036"
"Hospital services  [C163]","1,734","1,734","1,764","1,783","1,803","1,832","1,832","1,841","1,738","1,732","1,732","1,745","1,759","1,787","1,814","1,849","1,807","1,780","1,732","1,649","1,821","1,876","1,911","1,980","1,669","1,690","1,711","1,745","1,667","1,654","1,648","1,674","1,732","1,764","1,770","1,777","1,777","1,783","1,796","1,815","1,860","1,905","1,957","1,976","1,983","1,996","2,015","2,047","2,054","2,054","2,060","2,060","2,065","2,077","2,082","2,116","2,161","2,178","2,206","2,218","2,235","2,251","2,263","2,268","2,285","2,319","2,330","2,359","2,364","2,392","2,397","2,411","2,440","2,449","2,459","2,482","2,468","2,463","2,478","2,506","2,530","2,553","2,572","2,596","2,615","2,639","2,653","2,658","2,688","2,724","2,748","2,764","2,796","2,816","2,828","2,820","2,820","2,816","2,820","2,820","2,832","2,844","2,860","2,864","2,864","2,868","2,872","2,876","2,876","2,888","2,900","2,912","2,928"
"Transport  [C17]","88,754","85,012","83,597","80,800","78,934","84,287","82,495","80,366","81,759","81,634","82,473","82,396","81,594","82,517","83,537","83,696","85,890","85,289","84,963","88,194","85,073","84,917","87,561","87,683","88,775","88,812","89,281","93,557","95,790","97,843","98,978","103,592","97,901","103,043","103,426","103,289","105,551","105,444","108,246","109,658","110,472","110,976","113,682","109,535","111,242","111,810","110,815","115,283","118,055","118,382","118,210","121,488","120,864","120,577","122,558","118,378","120,874","121,411","121,952","123,983","125,050","125,911","126,183","125,230","126,146","128,242","130,882","132,160","131,575","136,118","135,203","137,483","143,214","141,128","138,491","133,681","131,951","136,239","139,559","141,486","141,061","141,290","143,901","146,028","143,946","144,491","145,268","148,038","150,199","148,161","148,142","149,143","151,119","154,962","156,856","158,218","158,235","161,313","163,232","163,909","162,534","165,279","169,271","171,719","172,076","171,303","172,103","173,882","177,101","181,224","182,708","183,834","183,454"
"Purchase of vehicles  [C171]","30,000","27,934","27,616","26,481","26,024","29,863","28,818","25,812","27,563","26,526","27,712","27,268","26,320","26,643","27,197","26,984","27,620","27,313","26,386","28,325","26,019","26,212","27,542","27,515","27,463","27,707","28,025","30,979","31,690","32,983","33,847","37,935","32,417","35,808","35,929","35,102","36,306","36,392","38,371","39,643","39,800","40,190","41,834","37,721","38,931","39,906","39,901","43,442","44,634","45,267","44,925","46,662","45,824","46,526","48,318","44,270","45,267","45,580","45,446","46,431","46,856","47,462","47,877","46,670","47,806","48,069","49,762","50,221","49,785","52,469","51,355","52,853","57,364","56,479","54,346","49,385","48,596","52,556","55,316","55,825","54,737","54,202","56,251","57,053","55,096","54,730","54,618","56,860","59,913","57,525","57,623","57,996","59,661","62,485","62,810","62,415","62,842","65,272","66,885","66,045","64,358","66,714","70,103","71,843","71,301","70,126","70,272","71,822","74,147","75,940","76,743","77,110","77,093"
"Operation of transport equipment  [C172]","46,332","45,253","44,980","43,385","42,837","43,945","43,516","45,019","44,205","45,450","44,859","45,655","46,559","47,218","47,281","48,003","49,094","48,944","49,824","50,514","50,236","49,347","50,127","50,676","51,688","50,861","50,760","51,303","51,752","52,197","52,181","50,914","53,126","53,730","54,199","55,063","56,691","56,545","56,880","56,552","57,362","56,926","57,563","58,419","58,782","58,623","57,703","58,602","60,400","59,565","59,892","60,298","61,366","61,109","60,312","60,830","61,854","61,620","62,335","63,253","63,505","63,634","62,938","63,415","62,976","64,593","65,289","65,809","65,673","67,040","67,057","67,369","67,839","67,031","66,704","66,796","66,693","66,558","66,479","67,829","68,334","68,764","68,994","69,816","69,405","70,282","71,114","71,401","70,195","70,548","70,575","71,006","71,232","72,266","73,843","75,400","74,613","75,030","75,097","76,452","76,609","76,783","77,157","77,685","78,512","78,550","78,599","78,785","79,206","81,115","81,137","81,778","81,179"
"Transport services  [C173]","14,735","14,425","13,541","13,451","12,533","12,453","12,249","12,448","12,386","12,530","12,391","12,211","11,857","11,857","12,134","12,000","12,530","12,441","12,637","12,821","12,936","13,201","13,514","13,260","13,663","14,002","14,128","14,064","15,038","15,022","15,012","15,122","15,213","15,334","15,216","15,572","15,042","14,929","14,842","14,825","14,817","15,153","15,280","15,622","15,513","14,970","14,708","13,958","13,827","13,978","13,982","14,723","14,304","13,373","13,743","14,190","14,614","14,959","15,067","15,143","15,489","15,520","15,923","15,943","15,928","16,298","16,399","16,693","16,726","17,009","17,337","17,682","18,174","17,784","17,622","17,802","17,057","17,266","17,718","17,822","18,040","18,419","18,625","19,113","19,425","19,463","19,521","19,764","20,092","20,088","19,944","20,140","20,224","20,208","20,207","20,404","20,777","21,017","21,257","21,455","21,693","21,764","21,819","21,923","22,103","22,560","23,134","23,062","23,384","23,797","24,385","24,517","24,730"
"Communications  [C18]","8,519","8,634","8,804","8,965","8,806","8,920","8,925","8,912","9,120","9,186","9,252","9,275","9,365","9,376","9,449","9,506","9,628","9,715","9,749","9,697","10,207","10,463","10,602","10,765","10,884","10,918","11,066","11,144","11,355","11,414","11,602","11,579","11,707","12,105","12,440","12,660","12,797","13,070","13,185","13,703","14,204","14,584","14,782","14,999","15,171","15,394","15,712","16,151","16,650","17,043","17,245","17,367","17,602","17,683","17,804","17,993","18,370","18,695","18,924","19,188","19,505","19,927","20,258","20,586","20,907","21,137","21,417","21,649","21,759","21,851","21,998","22,261","22,182","22,364","22,751","23,152","23,758","23,989","24,140","24,091","23,966","23,997","24,197","24,570","24,927","25,125","25,249","25,317","25,320","25,396","25,592","25,928","26,173","26,408","26,493","26,497","26,425","26,426","26,500","26,593","26,608","26,675","26,828","26,927","27,276","27,597","28,040","28,443","28,934","29,498","29,956","30,354","30,642"
"Communications  [C181]","8,519","8,634","8,804","8,965","8,806","8,920","8,925","8,912","9,120","9,186","9,252","9,275","9,365","9,376","9,449","9,506","9,628","9,715","9,749","9,697","10,207","10,463","10,602","10,765","10,884","10,918","11,066","11,144","11,355","11,414","11,602","11,579","11,707","12,105","12,440","12,660","12,797","13,070","13,185","13,703","14,204","14,584","14,782","14,999","15,171","15,394","15,712","16,151","16,650","17,043","17,245","17,367","17,602","17,683","17,804","17,993","18,370","18,695","18,924","19,188","19,505","19,927","20,258","20,586","20,907","21,137","21,417","21,649","21,759","21,851","21,998","22,261","22,182","22,364","22,751","23,152","23,758","23,989","24,140","24,091","23,966","23,997","24,197","24,570","24,927","25,125","25,249","25,317","25,320","25,396","25,592","25,928","26,173","26,408","26,493","26,497","26,425","26,426","26,500","26,593","26,608","26,675","26,828","26,927","27,276","27,597","28,040","28,443","28,934","29,498","29,956","30,354","30,642"
"Recreation and culture  [C19]","36,597","35,871","35,452","35,483","34,667","35,076","35,292","35,961","35,722","36,905","37,050","37,635","37,827","37,629","38,004","38,179","39,645","39,996","41,231","42,131","42,341","42,611","42,933","43,098","43,813","44,462","44,870","45,344","46,671","47,282","48,918","48,985","50,420","51,357","52,629","52,721","53,849","54,840","55,916","56,533","57,770","58,388","59,675","60,755","61,171","61,216","61,420","62,736","63,344","64,431","64,299","64,457","64,801","65,589","65,593","66,086","67,245","67,584","68,929","68,509","70,088","70,923","71,103","73,001","74,559","74,689","75,343","76,833","77,991","79,107","80,176","82,037","81,726","82,296","83,071","83,273","82,755","82,178","81,838","82,188","83,341","84,023","84,294","84,809","84,522","84,474","84,965","86,414","86,568","86,361","86,685","86,750","86,481","87,378","87,793","87,938","87,814","88,489","88,694","89,769","89,062","88,925","89,518","90,116","90,229","89,181","89,755","90,146","91,604","92,167","92,480","93,597","93,614"
"Audio-visual, photographic and information processing equipment  [C191]","2,162","2,150","2,105","2,197","2,104","2,192","2,252","2,229","2,228","2,287","2,325","2,395","2,402","2,351","2,380","2,388","2,463","2,523","2,590","2,687","2,733","2,724","2,787","2,808","2,876","2,963","3,044","3,135","3,171","3,255","3,433","3,485","3,579","3,711","3,834","3,891","4,047","4,249","4,350","4,517","4,716","4,833","4,944","5,080","5,253","5,288","5,330","5,517","5,639","5,782","5,807","5,958","6,089","6,235","6,399","6,439","6,728","6,896","7,058","7,133","7,454","7,642","7,850","8,161","8,549","8,756","9,069","9,385","9,649","10,085","10,364","10,726","11,124","11,464","11,803","11,862","11,507","11,276","11,511","12,078","12,481","12,714","13,086","13,586","13,676","13,707","13,698","14,220","14,043","14,264","14,180","14,189","14,284","14,629","14,650","14,716","14,963","15,037","15,155","15,449","15,269","14,831","15,040","15,180","15,217","15,377","15,410","15,798","16,225","16,642","16,736","17,198","17,480"
"Other major durables for recreation and culture  [C192]","3,963","3,913","3,834","3,633","3,413","3,389","3,339","3,420","3,273","3,592","3,466","3,565","3,501","3,505","3,447","3,466","3,515","3,527","3,672","3,865","3,881","3,912","3,935","3,835","3,885","3,875","3,793","3,834","4,011","4,059","4,126","4,138","4,295","4,359","4,440","4,495","4,704","4,574","4,708","4,444","4,629","4,783","4,952","5,055","5,002","5,093","4,933","5,035","5,318","5,219","5,159","5,133","5,326","5,397","5,374","5,196","5,428","5,418","5,473","5,546","5,642","5,744","5,793","5,742","6,024","6,300","6,383","6,164","6,371","6,788","6,731","6,806","6,798","6,810","6,854","6,810","6,509","6,404","6,362","6,243","6,381","6,432","6,552","6,410","6,259","6,498","6,651","6,755","6,692","6,828","6,796","6,924","7,185","7,164","7,127","7,045","7,090","7,107","7,291","7,642","7,401","7,097","7,168","7,210","7,382","7,133","7,066","7,226","7,446","7,699","7,604","7,643","7,430"
"Other recreational items and equipment, garden products and pets  [C193]","8,001","7,934","7,986","7,992","7,684","7,775","7,815","8,122","8,079","8,260","8,330","8,634","8,665","8,781","8,674","8,682","8,902","9,031","9,264","9,543","9,653","9,763","9,774","9,522","9,833","9,911","9,931","10,020","10,108","10,372","10,705","10,512","10,990","11,139","11,400","11,196","11,401","11,543","11,746","11,707","11,994","12,122","12,487","12,646","12,704","12,834","12,809","13,093","13,361","13,525","13,597","13,734","13,853","13,953","13,952","14,127","14,300","14,443","14,701","14,802","15,023","15,371","15,375","15,616","16,121","16,304","16,598","16,710","17,410","17,607","18,050","18,130","18,184","18,435","18,757","18,656","18,523","18,537","18,604","18,617","18,701","18,779","18,737","18,840","18,829","18,826","18,932","19,276","19,458","19,443","19,839","19,927","19,887","20,006","20,500","20,589","20,411","20,684","21,033","21,201","20,992","21,121","21,405","21,693","21,698","21,823","21,677","21,774","22,245","22,277","22,649","23,151","23,223"
"Recreational and cultural services  [C194]","20,087","19,272","18,899","18,827","19,321","19,436","19,443","19,915","19,972","20,704","20,759","20,634","20,895","20,729","21,494","21,745","23,085","23,108","24,090","24,219","24,124","24,368","24,575","25,354","25,364","26,006","26,475","26,714","27,720","27,827","28,846","29,135","29,552","30,016","30,890","31,035","31,438","32,003","32,549","33,280","33,696","33,819","34,304","35,038","35,136","34,770","35,131","35,801","35,464","36,495","36,276","35,896","35,583","36,052","35,695","36,239","36,513","36,324","37,229","36,368","37,201","37,248","36,958","38,413","38,431","37,687","37,459","38,760","38,620","38,314","38,685","39,964","38,918","38,716","38,656","38,975","39,358","39,105","38,505","38,235","38,739","38,999","38,815","38,759","38,580","38,393","38,634","39,136","39,383","38,904","38,980","38,962","38,465","38,856","38,697","38,873","38,676","38,891","38,571","38,867","38,919","39,361","39,547","39,718","39,725","38,963","39,634","39,477","39,920","39,776","39,849","40,234","40,194"
"Newspapers, books and stationery  [C195]","7,249","7,110","7,129","6,963","6,573","6,481","6,481","6,611","6,477","6,530","6,574","6,620","6,672","6,626","6,542","6,484","6,626","6,620","6,638","6,685","6,685","6,691","6,620","6,516","6,723","6,573","6,458","6,340","6,720","6,714","6,780","6,638","6,992","7,052","7,047","7,009","7,036","7,128","7,253","7,258","7,221","7,165","7,345","7,297","7,231","7,252","7,297","7,325","7,369","7,311","7,283","7,321","7,312","7,263","7,239","7,259","7,221","7,273","7,292","7,240","7,255","7,274","7,269","7,258","7,379","7,311","7,278","7,293","7,266","7,341","7,305","7,358","7,346","7,358","7,358","7,331","7,385","7,442","7,319","7,314","7,278","7,306","7,222","7,253","7,199","7,059","7,067","7,022","6,996","6,920","6,888","6,748","6,668","6,740","6,840","6,741","6,721","6,817","6,717","6,701","6,563","6,536","6,408","6,382","6,278","6,047","6,108","6,078","6,023","6,084","5,990","5,816","5,816"
"Education  [C21]","8,624","8,533","8,503","8,427","8,503","8,411","8,336","8,275","8,173","8,290","8,335","8,345","8,434","8,534","8,507","8,462","8,444","8,380","8,380","8,399","8,534","8,498","8,588","8,601","8,712","8,787","8,916","9,201","9,343","9,409","9,430","9,402","9,483","9,636","9,728","9,802","9,901","9,859","9,861","9,895","10,035","10,047","10,120","10,207","10,273","10,315","10,389","10,443","10,637","10,821","10,983","11,174","11,235","11,353","11,461","11,552","11,551","11,524","11,546","11,593","11,793","11,929","12,095","12,235","12,318","12,377","12,502","12,648","12,716","12,769","12,875","12,951","13,076","13,192","13,306","13,456","13,427","13,527","13,623","13,719","13,853","14,036","14,248","14,444","14,536","14,564","14,670","14,804","15,024","15,084","15,152","15,300","15,464","15,620","15,732","15,828","15,976","16,064","16,172","16,268","16,372","16,492","16,648","16,768","16,864","16,976","17,108","17,312","17,532","17,644","17,800","17,864","18,044"
"Education  [C211]","8,624","8,533","8,503","8,427","8,503","8,411","8,336","8,275","8,173","8,290","8,335","8,345","8,434","8,534","8,507","8,462","8,444","8,380","8,380","8,399","8,534","8,498","8,588","8,601","8,712","8,787","8,916","9,201","9,343","9,409","9,430","9,402","9,483","9,636","9,728","9,802","9,901","9,859","9,861","9,895","10,035","10,047","10,120","10,207","10,273","10,315","10,389","10,443","10,637","10,821","10,983","11,174","11,235","11,353","11,461","11,552","11,551","11,524","11,546","11,593","11,793","11,929","12,095","12,235","12,318","12,377","12,502","12,648","12,716","12,769","12,875","12,951","13,076","13,192","13,306","13,456","13,427","13,527","13,623","13,719","13,853","14,036","14,248","14,444","14,536","14,564","14,670","14,804","15,024","15,084","15,152","15,300","15,464","15,620","15,732","15,828","15,976","16,064","16,172","16,268","16,372","16,492","16,648","16,768","16,864","16,976","17,108","17,312","17,532","17,644","17,800","17,864","18,044"
"Food, beverage and accommodation services  [C22]","52,850","50,780","49,681","48,954","46,517","45,974","45,535","45,658","46,546","46,766","46,866","47,151","47,300","47,717","48,298","48,266","48,849","49,655","50,585","50,747","50,202","50,341","50,677","50,989","51,626","51,603","51,320","51,805","52,079","53,139","54,273","54,530","55,162","55,375","55,832","56,397","57,396","57,573","57,717","58,633","59,400","59,893","60,536","61,013","61,799","61,110","60,567","60,741","61,763","61,737","61,630","61,470","60,854","60,307","60,518","61,164","61,668","62,192","62,417","62,220","62,070","63,187","63,548","63,958","64,713","64,370","64,117","64,568","64,446","65,190","65,940","66,608","66,482","66,731","66,315","65,401","64,325","63,706","64,068","63,910","65,081","65,219","64,878","64,830","64,855","65,660","66,125","66,835","66,992","67,268","67,128","67,340","68,028","68,483","69,025","69,013","69,507","71,047","71,561","71,825","71,384","72,363","72,776","72,782","73,494","74,106","74,997","74,911","75,765","76,301","77,013","77,268","76,923"
"Food and beverage services  [C221]","46,538","44,530","43,406","42,636","40,290","39,777","39,218","39,341","40,183","40,422","40,663","40,827","40,700","41,041","41,628","41,564","42,059","42,835","43,658","43,866","43,469","43,595","43,728","44,183","44,826","44,622","44,349","44,697","44,941","45,882","47,076","47,217","47,628","48,081","48,428","48,839","49,833","50,169","50,352","51,259","51,904","52,393","52,917","53,346","54,117","53,453","53,023","53,109","53,943","53,762","53,642","53,627","52,866","52,777","52,824","53,193","53,635","54,084","54,291","54,016","53,687","54,735","54,954","55,241","55,929","55,567","55,291","55,640","55,503","56,157","56,801","57,482","57,400","57,624","57,208","56,424","55,460","54,960","55,164","55,015","55,972","55,979","55,590","55,491","55,447","56,079","56,494","57,128","57,324","57,544","57,432","57,596","58,220","58,555","59,017","59,041","59,491","60,928","61,399","61,614","61,266","62,194","62,614","62,678","63,274","63,694","64,263","64,098","65,030","65,319","65,836","66,088","65,710"
"Accommodation services  [C222]","6,384","6,300","6,307","6,338","6,231","6,200","6,315","6,315","6,361","6,342","6,203","6,323","6,600","6,676","6,669","6,701","6,789","6,820","6,928","6,883","6,739","6,751","6,946","6,814","6,814","6,984","6,972","7,104","7,135","7,256","7,212","7,322","7,536","7,316","7,421","7,569","7,585","7,443","7,410","7,432","7,552","7,563","7,678","7,728","7,755","7,722","7,613","7,695","7,879","8,020","8,030","7,898","8,020","7,592","7,748","8,015","8,077","8,152","8,171","8,241","8,406","8,481","8,617","8,735","8,805","8,819","8,838","8,937","8,949","9,041","9,147","9,142","9,100","9,126","9,121","8,991","8,877","8,759","8,915","8,906","9,117","9,244","9,290","9,340","9,408","9,581","9,631","9,707","9,668","9,724","9,696","9,744","9,808","9,928","10,008","9,972","10,016","10,120","10,164","10,212","10,120","10,172","10,168","10,112","10,228","10,416","10,732","10,808","10,736","10,976","11,168","11,172","11,204"
"Insurance and financial services  [C23]","34,360","34,757","34,922","35,039","35,478","35,946","36,386","36,560","37,288","37,383","38,163","38,270","38,785","39,568","40,479","41,458","43,075","42,883","43,246","42,978","43,737","44,343","44,950","45,058","46,842","47,123","47,435","48,923","50,541","50,315","50,551","51,238","51,650","52,347","53,325","53,909","54,166","54,818","55,289","55,751","56,455","56,891","57,291","57,363","57,588","57,907","58,729","59,713","61,207","61,399","61,401","61,594","61,336","61,660","62,150","63,059","64,149","65,288","65,943","66,925","67,884","68,656","69,632","70,569","71,449","71,808","72,409","74,473","76,840","77,467","77,389","78,112","79,018","78,473","78,441","75,119","74,061","75,316","76,738","77,804","78,783","80,422","81,751","82,451","83,922","84,561","84,015","83,689","83,793","84,003","84,673","85,443","86,391","87,264","87,594","88,181","89,810","91,485","92,299","93,442","95,218","96,468","96,493","97,389","98,374","100,068","101,186","101,834","103,022","103,883","105,455","108,112","108,544"
"Insurance  [C231]","12,741","12,873","12,856","12,836","12,943","13,158","13,253","13,372","13,889","13,931","14,101","14,082","14,087","14,334","14,606","14,788","14,897","15,068","15,166","15,316","15,451","15,582","15,714","15,956","16,035","16,026","16,107","16,283","16,574","16,531","16,702","16,736","16,666","16,718","16,900","17,137","17,129","17,285","17,302","17,584","17,619","17,675","17,635","17,621","17,719","17,872","17,996","18,098","18,185","18,330","18,440","18,613","18,741","18,921","18,998","19,268","19,311","19,464","19,538","19,657","19,797","19,866","19,909","20,073","20,171","20,235","20,256","20,422","20,651","20,794","20,993","21,104","21,203","21,273","21,339","21,619","21,617","21,835","21,981","22,054","22,156","22,403","22,661","22,836","22,830","23,088","23,282","23,526","23,869","24,016","24,212","24,360","24,600","24,839","25,015","25,007","25,185","25,326","25,482","25,551","25,574","25,779","25,883","26,026","25,999","26,543","26,858","26,991","27,166","27,320","27,409","27,580","27,840"
"Financial services indirectly measured  [C232]","13,041","13,201","13,325","13,325","13,264","13,326","13,403","13,318","13,287","13,350","13,467","13,574","13,555","13,569","13,701","13,708","14,083","14,479","14,450","14,289","14,791","14,889","14,953","14,788","15,258","15,525","15,553","15,409","15,910","15,942","15,643","15,628","15,724","16,088","16,478","16,437","16,465","16,583","16,807","16,751","16,888","17,113","17,361","17,275","17,441","17,474","17,795","17,988","18,163","18,367","18,650","18,853","18,981","19,180","19,352","19,462","19,550","19,726","19,894","20,021","20,061","20,157","20,397","20,542","20,829","20,953","21,046","21,516","21,705","21,935","21,729","21,886","22,405","22,993","22,129","21,392","22,156","22,448","22,571","22,334","23,439","23,796","23,956","23,761","24,296","25,055","24,628","24,028","23,477","23,844","23,988","23,954","24,306","24,417","24,034","24,166","24,499","24,931","24,723","24,827","25,207","25,759","25,635","25,548","26,154","26,437","25,976","26,243","26,535","26,414","27,223","27,636","27,520"
"Other financial services  [C233]","8,047","8,147","8,207","8,364","8,808","9,010","9,303","9,466","9,745","9,728","10,251","10,257","10,830","11,388","11,909","12,733","13,918","13,114","13,415","13,148","13,267","13,649","14,064","14,089","15,333","15,356","15,558","17,028","17,872","17,651","18,024","18,718","19,118","19,401","19,812","20,203","20,448","20,832","21,068","21,298","21,842","22,001","22,202","22,371","22,333","22,466","22,840","23,528","24,761","24,605","24,221","24,038","23,520","23,460","23,702","24,233","25,202","26,018","26,437","27,182","27,972","28,593","29,297","29,932","30,431","30,604","31,100","32,554","34,532","34,787","34,711","35,170","35,461","34,236","35,009","32,076","30,159","30,912","32,082","33,363","33,102","34,152","35,077","35,816","36,747","36,344","36,047","36,113","36,454","36,142","36,473","37,123","37,482","38,002","38,538","38,989","40,094","41,183","42,045","43,005","44,359","44,863","44,902","45,726","46,144","47,004","48,232","48,482","49,197","50,011","50,702","52,768","53,046"
"Miscellaneous goods and services  [C24]","29,527","29,178","29,457","29,263","28,844","29,213","29,230","29,615","29,455","29,578","29,620","29,829","30,192","30,105","30,102","30,363","30,904","31,142","31,586","31,861","32,153","32,399","32,589","32,524","32,977","33,219","33,484","33,800","33,926","33,942","34,403","34,440","35,208","35,475","35,667","35,728","36,438","36,530","36,874","37,155","37,397","37,519","37,987","38,477","38,627","38,912","39,099","39,543","40,590","40,861","40,941","40,914","41,346","41,736","41,997","42,390","43,204","43,330","43,570","43,857","44,381","44,830","45,207","45,718","46,473","46,936","47,146","47,340","47,916","48,488","49,100","49,387","49,750","50,159","50,245","49,807","49,560","49,798","49,941","49,943","50,113","50,541","50,516","50,670","51,127","51,123","51,188","51,288","51,500","51,584","51,800","52,140","52,224","52,640","53,184","53,449","53,697","54,177","54,583","54,870","54,949","55,280","55,744","55,685","55,751","56,081","56,654","56,902","57,300","58,205","58,214","58,690","58,535"
"Personal care  [C241]","12,476","12,419","12,495","12,202","12,156","12,153","12,139","12,395","12,331","12,511","12,437","12,533","12,732","12,654","12,653","12,616","12,833","13,011","13,294","13,393","13,447","13,449","13,556","13,630","13,865","13,920","13,962","14,066","14,180","14,210","14,473","14,448","14,710","14,912","14,953","14,918","15,152","15,241","15,363","15,463","15,560","15,727","15,939","16,146","16,254","16,399","16,484","16,613","17,283","17,444","17,541","17,522","17,746","18,080","18,231","18,457","18,902","19,063","19,255","19,411","19,571","19,787","20,023","20,190","20,547","20,797","20,898","21,064","21,327","21,621","21,999","22,234","22,216","22,415","22,454","22,260","22,081","22,219","22,223","22,120","22,085","22,325","22,308","22,325","22,449","22,421","22,537","22,499","22,472","22,504","22,576","22,720","22,754","23,020","23,326","23,362","23,507","23,779","23,911","23,996","24,103","24,266","24,615","24,436","24,620","24,702","24,900","25,047","25,001","25,564","25,718","26,103","25,741"
"Personal effects  [C242]","4,271","4,156","4,234","4,263","4,008","4,125","4,187","4,229","4,102","4,033","4,051","4,102","4,196","4,231","4,192","4,294","4,354","4,354","4,406","4,435","4,490","4,563","4,572","4,451","4,551","4,589","4,714","4,753","4,748","4,821","4,981","5,039","5,198","5,171","5,171","5,135","5,379","5,336","5,393","5,490","5,585","5,520","5,647","5,787","5,835","5,829","5,693","5,825","5,994","6,102","6,047","6,048","6,145","6,125","6,175","6,230","6,392","6,411","6,370","6,380","6,386","6,544","6,562","6,696","6,952","7,078","6,990","6,848","6,990","7,150","7,215","7,140","7,232","7,364","7,341","7,012","6,807","6,766","6,794","6,739","6,819","6,832","6,786","6,889","6,879","6,884","6,847","6,920","6,932","6,896","6,856","6,892","6,700","6,748","6,820","6,923","6,950","6,937","7,009","7,085","7,226","7,342","7,410","7,274","7,249","7,289","7,564","7,612","7,778","7,976","7,713","7,591","7,720"
