"Estimates","Q1 1990","Q2 1990","Q3 1990","Q4 1990","Q1 1991","Q2 1991","Q3 1991","Q4 1991","Q1 1992","Q2 1992","Q3 1992","Q4 1992","Q1 1993","Q2 1993","Q3 1993","Q4 1993","Q1 1994","Q2 1994","Q3 1994","Q4 1994","Q1 1995","Q2 1995","Q3 1995","Q4 1995","Q1 1996","Q2 1996","Q3 1996","Q4 1996","Q1 1997","Q2 1997","Q3 1997","Q4 1997","Q1 1998","Q2 1998","Q3 1998","Q4 1998","Q1 1999","Q2 1999","Q3 1999","Q4 1999","Q1 2000","Q2 2000","Q3 2000","Q4 2000","Q1 2001","Q2 2001","Q3 2001","Q4 2001","Q1 2002","Q2 2002","Q3 2002","Q4 2002","Q1 2003","Q2 2003","Q3 2003","Q4 2003","Q1 2004","Q2 2004","Q3 2004","Q4 2004","Q1 2005","Q2 2005","Q3 2005","Q4 2005","Q1 2006","Q2 2006","Q3 2006","Q4 2006","Q1 2007","Q2 2007","Q3 2007","Q4 2007","Q1 2008","Q2 2008","Q3 2008","Q4 2008","Q1 2009","Q2 2009","Q3 2009","Q4 2009","Q1 2010","Q2 2010","Q3 2010","Q4 2010","Q1 2011","Q2 2011","Q3 2011","Q4 2011","Q1 2012","Q2 2012","Q3 2012","Q4 2012","Q1 2013","Q2 2013","Q3 2013","Q4 2013","Q1 2014","Q2 2014","Q3 2014","Q4 2014","Q1 2015","Q2 2015","Q3 2015","Q4 2015","Q1 2016","Q2 2016","Q3 2016","Q4 2016","Q1 2017","Q2 2017","Q3 2017","Q4 2017","Q1 2018"
"","Dollars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Social services  [C243]","7,431","7,317","7,364","7,450","7,326","7,480","7,499","7,469","7,440","7,421","7,434","7,489","7,407","7,421","7,474","7,563","7,678","7,805","7,939","8,014","8,181","8,249","8,316","8,383","8,543","8,678","8,691","8,753","8,678","8,689","8,701","8,718","8,843","8,943","9,027","9,109","9,215","9,335","9,434","9,513","9,541","9,576","9,638","9,695","9,753","9,829","9,929","10,015","10,083","10,142","10,170","10,175","10,148","10,153","10,154","10,171","10,276","10,310","10,373","10,452","10,539","10,587","10,609","10,682","10,726","10,798","10,861","10,943","11,038","11,195","11,237","11,314","11,404","11,447","11,481","11,536","11,656","11,680","11,699","11,694","11,779","11,822","11,875","11,983","12,037","12,103","12,136","12,184","12,272","12,332","12,444","12,532","12,588","12,640","12,688","12,760","12,832","12,916","12,997","13,045","13,081","13,145","13,209","13,301","13,393","13,485","13,605","13,701","13,812","13,928","14,016","14,136","14,255"
"Other services  [C244]","5,412","5,347","5,421","5,447","5,485","5,612","5,548","5,639","5,732","5,758","5,864","5,864","5,989","5,929","5,923","6,047","6,206","6,133","6,093","6,172","6,199","6,316","6,322","6,238","6,185","6,211","6,297","6,414","6,496","6,387","6,393","6,381","6,612","6,597","6,676","6,742","6,868","6,793","6,863","6,869","6,887","6,862","6,921","7,001","6,931","7,002","7,151","7,252","7,353","7,287","7,292","7,282","7,406","7,457","7,509","7,595","7,682","7,584","7,605","7,646","7,920","7,943","8,035","8,175","8,267","8,281","8,410","8,492","8,569","8,532","8,651","8,696","8,899","8,935","8,972","8,994","9,013","9,127","9,220","9,386","9,430","9,559","9,545","9,475","9,760","9,714","9,668","9,685","9,824","9,852","9,924","9,996","10,184","10,236","10,356","10,408","10,412","10,552","10,672","10,748","10,548","10,540","10,532","10,684","10,508","10,620","10,600","10,560","10,713","10,756","10,789","10,889","10,829"
"Net expenditure abroad  [C25]","4,364","2,696","4,481","5,545","3,302","4,881","5,551","8,625","5,588","4,636","4,753","3,024","2,559","2,249","1,715","1,000","-647","-1,784","-4,170","-4,000","-4,717","-4,109","-3,823","-4,878","-3,469","-5,587","-5,502","-4,895","-4,006","-5,372","-4,878","-5,938","-6,766","-8,554","-10,537","-11,214","-10,691","-9,387","-9,869","-9,599","-10,189","-9,899","-9,764","-9,729","-9,898","-10,866","-9,534","-10,851","-12,513","-9,682","-9,888","-10,971","-8,834","-4,610","-3,878","-3,760","-4,742","-5,999","-5,867","-5,148","-2,672","-2,078","-1,291","166","1,543","1,271","2,160","3,259","2,208","3,638","6,437","11,652","9,651","8,793","8,028","5,780","6,234","8,365","10,419","11,137","12,318","15,160","14,031","16,309","16,571","16,138","15,960","15,411","16,444","17,000","18,320","17,804","17,120","17,156","16,560","15,956","15,176","13,992","14,080","14,424","13,172","11,656","11,156","11,372","7,084","7,384","8,064","8,420","7,052","6,964","9,296","8,604","8,732"
"Expenditure by Canadians abroad  [C251]","20,475","20,099","20,820","22,220","19,741","20,601","21,435","24,027","22,065","21,274","20,958","18,977","18,785","19,096","19,609","18,447","16,849","16,753","15,393","16,149","15,523","16,313","16,843","16,793","17,916","16,832","17,007","17,272","17,511","17,341","17,616","17,102","16,766","16,361","14,749","14,806","15,499","15,686","16,339","17,058","16,875","17,110","17,184","17,711","18,452","17,472","17,372","15,381","15,434","16,972","17,263","17,169","16,763","16,482","19,009","20,456","20,484","20,477","20,803","21,716","23,396","23,080","23,830","25,162","26,277","26,183","26,575","27,370","26,502","27,709","30,536","35,848","33,407","32,669","31,570","28,872","28,575","29,570","31,410","32,444","34,501","36,963","36,650","38,891","38,082","39,124","39,256","38,879","40,065","40,429","41,473","41,297","41,124","41,060","40,792","40,504","39,396","40,064","40,152","40,784","39,992","39,480","38,196","38,452","36,484","37,532","38,724","39,376","38,344","38,668","40,884","40,952","40,892"
"Expenditure by non-residents in Canada  [C252]","-16,111","-17,403","-16,339","-16,675","-16,439","-15,720","-15,884","-15,402","-16,477","-16,638","-16,205","-15,953","-16,226","-16,847","-17,894","-17,447","-17,496","-18,537","-19,563","-20,149","-20,240","-20,422","-20,666","-21,671","-21,385","-22,419","-22,509","-22,167","-21,517","-22,713","-22,494","-23,040","-23,532","-24,915","-25,286","-26,020","-26,190","-25,073","-26,208","-26,657","-27,064","-27,009","-26,948","-27,440","-28,350","-28,338","-26,906","-26,232","-27,947","-26,654","-27,151","-28,140","-25,597","-21,092","-22,887","-24,216","-25,226","-26,476","-26,670","-26,864","-26,068","-25,158","-25,121","-24,996","-24,734","-24,912","-24,415","-24,111","-24,294","-24,071","-24,099","-24,196","-23,756","-23,876","-23,542","-23,092","-22,341","-21,205","-20,991","-21,307","-22,183","-21,803","-22,619","-22,582","-21,511","-22,986","-23,296","-23,468","-23,621","-23,429","-23,153","-23,493","-24,004","-23,904","-24,232","-24,548","-24,220","-26,072","-26,072","-26,360","-26,820","-27,824","-27,040","-27,080","-29,400","-30,148","-30,660","-30,956","-31,292","-31,704","-31,588","-32,348","-32,160"
"Household final consumption expenditure  [C]","554,046","547,349","547,376","545,467","534,089","543,037","542,556","545,614","545,600","547,725","550,621","552,618","555,603","557,725","561,534","563,122","572,744","573,588","576,082","582,772","582,490","586,815","593,048","593,009","600,893","601,632","603,551","613,979","623,617","628,444","636,756","641,220","641,880","650,067","653,632","655,070","664,192","670,392","678,376","684,957","692,463","698,483","707,365","708,579","714,392","715,537","717,183","725,892","736,646","745,602","747,115","754,630","758,664","765,296","772,438","773,882","784,209","788,114","795,440","801,861","813,035","820,058","825,517","833,352","845,036","852,667","862,048","870,951","878,693","891,981","900,362","916,872","924,095","925,145","925,694","914,495","911,646","919,610","929,661","936,029","946,496","954,546","962,245","970,991","972,728","977,054","981,039","987,066","992,771","993,919","1,000,006","1,005,516","1,011,863","1,021,213","1,028,792","1,035,215","1,038,695","1,048,213","1,055,843","1,063,496","1,065,536","1,070,760","1,078,753","1,086,341","1,086,985","1,091,277","1,098,903","1,107,216","1,118,489","1,132,225","1,143,236","1,152,568","1,155,482"
"Goods  [CG]","259,465","255,854","254,926","251,793","245,060","250,904","249,439","247,976","248,571","249,159","250,327","252,723","253,884","254,163","254,872","255,233","261,157","261,513","262,802","267,376","265,619","266,723","269,767","268,913","271,421","272,336","272,377","278,112","281,677","285,642","289,708","293,132","291,341","297,876","300,124","299,170","304,722","307,230","312,734","315,374","319,402","322,149","327,237","325,135","328,368","330,294","328,884","336,059","343,101","345,676","345,540","351,845","353,641","355,520","358,736","355,349","361,392","362,738","365,931","368,885","372,768","375,141","375,976","377,292","383,140","388,693","394,226","395,552","399,810","407,646","409,638","415,291","421,997","422,752","422,374","415,667","413,108","416,138","420,503","423,230","427,867","428,353","433,772","436,881","434,800","436,110","438,502","442,076","443,771","442,589","444,795","447,377","450,833","455,691","460,842","465,008","465,113","470,166","473,964","477,111","476,998","478,812","484,838","488,782","490,115","489,652","490,821","495,745","503,042","512,530","515,075","518,776","519,082"
"Durable goods  [CD]","54,274","52,031","51,363","50,631","48,131","51,971","51,330","49,261","49,893","49,849","50,595","50,870","50,424","50,633","51,188","51,143","52,419","52,678","52,343","54,848","52,800","52,660","54,300","54,248","54,471","54,866","55,502","58,775","60,178","61,917","63,513","67,064","63,168","66,758","67,218","66,943","69,324","69,728","72,419","73,608","75,200","76,242","78,544","75,477","77,508","78,510","78,103","82,580","85,049","85,736","85,344","87,773","87,785","88,947","91,191","87,496","90,004","90,568","91,370","92,706","94,130","95,583","96,272","96,019","98,772","100,801","103,624","104,617","105,131","109,291","108,601","111,123","116,500","116,103","115,392","109,208","106,398","109,302","112,943","115,069","115,189","114,492","116,832","118,760","116,545","117,768","117,678","120,724","123,226","120,884","120,710","121,224","123,803","127,398","127,956","127,904","128,929","133,000","135,684","135,875","133,366","135,328","139,200","141,962","142,690","141,269","141,449","144,608","149,323","152,947","153,629","155,203","155,333"
"Semi-durable goods  [CSD]","34,936","34,272","33,991","33,562","31,456","32,118","31,715","32,014","31,701","31,764","32,221","32,650","32,801","33,099","33,163","33,115","33,589","33,949","34,799","35,475","35,949","36,167","36,286","35,541","36,090","36,282","36,369","36,699","37,325","37,349","38,285","38,049","39,464","39,564","39,986","39,747","40,395","40,832","41,453","41,458","42,298","42,610","43,663","43,869","44,315","45,178","44,748","45,949","47,055","47,379","46,997","47,946","48,777","49,218","49,430","49,360","50,559","50,941","51,769","51,656","52,925","53,691","53,656","54,685","56,621","57,642","58,453","58,936","60,428","60,911","62,167","62,574","63,268","64,358","64,827","64,669","63,603","63,643","63,837","63,984","66,945","66,512","67,894","68,543","68,621","68,770","69,588","70,759","71,412","70,868","71,903","72,153","72,818","72,896","74,642","75,915","74,887","76,249","77,115","77,666","77,858","78,954","79,475","80,780","81,102","80,168","79,975","80,388","81,454","82,974","83,702","84,326","84,022"
"Non-durable goods  [CND]","178,889","179,194","179,603","177,580","176,720","176,880","176,740","177,602","177,903","178,599","178,107","179,926","181,808","181,318","181,228","181,830","186,422","185,816","186,500","186,992","187,324","188,577","189,524","189,813","191,678","191,856","190,716","192,020","193,168","195,277","196,221","195,183","196,836","199,064","200,431","200,080","202,117","203,872","205,422","206,819","207,943","209,213","210,271","211,938","212,150","211,676","211,234","211,490","214,634","216,219","217,182","219,790","220,674","220,637","221,001","222,199","224,098","224,362","225,815","227,572","228,418","228,214","228,324","228,783","229,386","231,729","233,357","233,003","235,198","238,130","239,601","242,241","242,425","242,412","242,260","242,108","243,700","243,661","244,029","244,406","245,800","247,530","249,110","249,565","249,675","249,591","251,254","250,592","249,132","250,838","252,183","254,000","254,214","255,401","258,253","261,195","261,290","260,999","261,303","263,693","265,890","264,639","266,265","266,142","266,422","268,341","269,529","270,839","272,302","276,627","277,769","279,266","279,733"
"Services  [CS]","293,203","290,227","291,362","293,020","288,670","291,444","292,659","297,688","296,979","298,576","300,328","299,703","301,556","303,496","306,739","308,015","311,521","312,011","313,201","315,165","316,798","320,104","323,273","324,169","329,646","329,417","331,371","335,974","342,123","342,822","347,042","347,966","350,578","352,018","353,291","355,789","359,266","362,979","365,316","369,285","372,716","375,987","379,703","383,228","385,763","384,866","388,108","389,397","392,959","399,447","401,159","402,154","404,396","409,242","413,170","418,294","422,484","425,075","429,218","432,682","440,064","444,774","449,527","456,229","462,023","463,944","467,708","475,431","478,880","484,240","490,715","501,643","502,043","502,329","503,278","498,819","498,529","503,462","509,147","512,788","518,617","526,178","528,467","534,100","537,924","540,944","542,532","544,983","548,996","551,332","555,212","558,140","561,035","565,534","567,988","570,269","573,617","578,096","581,936","586,435","588,551","591,942","594,002","597,671","597,031","601,679","608,041","611,480","615,541","619,928","628,286","633,897","636,468"

Symbol legend:

Footnotes:
1,The categories of household final consumption expenditure are based largely on the Classification of Individual Consumption According to Purpose (COICOP).

"How to cite: Statistics Canada. Table 36-10-0107-01 Household final consumption expenditure, quarterly, Canada (x 1,000,000)"
https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610010701
DOI: https://doi.org/10.25318/3610010701-eng
